session_id,timestamp,session_name,duration_minutes,music_involved,music_link,Delta,Theta,AlphaLow,AlphaHigh,BetaLow,BetaHigh,GammaLow,GammaHigh,Attention,Meditation
1e047abd,15:24:40,exercise,10,no,,991346,23980,14905,31258,32592,19854,25734,9095,60,54
1e047abd,15:24:41,exercise,10,no,,550333,30262,31509,5138,19407,12305,19748,1300,67,54
1e047abd,15:24:42,exercise,10,no,,48019,111113,11947,3236,4336,5356,2210,906,57,56
1e047abd,15:24:43,exercise,10,no,,452516,51696,1876,9193,28730,5777,4509,1329,50,41
1e047abd,15:24:44,exercise,10,no,,358278,35724,2422,2118,11638,13114,2414,1696,51,20
1e047abd,15:24:45,exercise,10,no,,898859,283001,26787,18035,9634,28162,7842,2303,43,7
1e047abd,15:24:46,exercise,10,no,,1197784,238345,21846,30058,19039,42942,46704,9306,56,8
1e047abd,15:24:47,exercise,10,no,,72742,26256,2709,3830,4300,1459,1043,219,48,13
1e047abd,15:24:48,exercise,10,no,,271274,107815,21606,24343,42221,36662,2670,3006,44,24
1e047abd,15:24:49,exercise,10,no,,217406,30206,5987,6004,2338,2462,2321,1499,41,34
1e047abd,15:24:50,exercise,10,no,,32896,78526,7787,10013,9937,8905,4466,10571,38,35
1e047abd,15:24:51,exercise,10,no,,253060,35031,12082,7523,12578,20797,7757,11721,60,38
1e047abd,15:24:52,exercise,10,no,,169438,5888,435,1902,1813,1458,2471,864,56,40
1e047abd,15:24:53,exercise,10,no,,809789,62870,46472,11906,1828,3818,3861,3230,50,48
1e047abd,15:24:54,exercise,10,no,,459980,88592,13821,36777,44301,15226,4140,5759,51,54
1e047abd,15:24:55,exercise,10,no,,80201,75547,46863,28628,58797,16788,26877,6083,40,60
1e047abd,15:24:56,exercise,10,no,,1572225,87416,15470,21888,28358,17800,18296,8341,38,60
1e047abd,15:24:57,exercise,10,no,,569232,24267,18771,18138,5612,4100,5276,994,47,63
1e047abd,15:24:58,exercise,10,no,,2828289,1140507,515876,356000,463554,338464,326149,33645,50,66
1e047abd,15:24:59,exercise,10,no,,668764,82206,21099,12755,14676,19785,9248,2145,53,61
1e047abd,15:25:00,exercise,10,no,,1117225,253321,79371,15354,19830,22324,14797,3526,47,61
1e047abd,15:25:01,exercise,10,no,,896286,208257,63877,43274,38855,33949,23981,9694,50,51
1e047abd,15:25:02,exercise,10,no,,1265125,618001,17649,82288,73784,19563,17700,12750,34,40
1e047abd,15:25:03,exercise,10,no,,362151,31480,12554,38707,15164,9566,3072,1669,29,51
1e047abd,15:25:04,exercise,10,no,,502363,51489,1602,2015,5030,6665,1363,680,37,37
1e047abd,15:25:05,exercise,10,no,,754347,28588,7187,9510,7791,9435,1166,529,43,37
1e047abd,15:25:06,exercise,10,no,,90086,25073,3316,2292,3400,2146,1073,413,51,38
1e047abd,15:25:07,exercise,10,no,,916092,258600,12871,38194,41379,35206,28888,7113,51,20
1e047abd,15:25:08,exercise,10,no,,857459,48387,94858,51731,36902,10454,13063,3907,44,51
1e047abd,15:25:09,exercise,10,no,,852140,36753,25645,13464,5352,13928,2970,2167,43,57
1e047abd,15:25:10,exercise,10,no,,1354439,1517130,185006,67052,154334,54713,99859,36991,35,56
1e047abd,15:25:11,exercise,10,no,,125509,1124408,63036,24256,34361,53362,12737,7638,24,48
1e047abd,15:25:12,exercise,10,no,,633356,17353,4231,836,5013,3181,2581,434,35,27
1e047abd,15:25:13,exercise,10,no,,176433,25769,41126,10171,11622,8424,5202,3397,29,30
